Image,Image area,Number of edges,Length of bounded box,Width of bounded box,Area of bounded box,Difference of area,Percentage filled area,Compactness factor,Complexity Level,Design family,DBSCAN_Labels
296,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
297,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
298,131174.0,5,338,452,152776,21602.0,14.13965544326334,90.03113563622311,1,2,1
299,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
300,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
301,114131.5,5,338,452,152776,38644.5,25.29487615855894,79.30377255468858,2,1,14
302,150234.5,6,338,452,152776,2541.5,1.6635466303607898,97.59044646838294,1,0,15
303,91149.0,6,337,452,152324,61175.0,40.16110396260603,70.37952538532834,0,3,25
304,134658.5,4,338,452,152776,18117.5,11.858865266795831,88.09550605220167,1,2,27
305,102867.5,7,337,452,152324,49456.5,32.46796302618103,72.14792831654782,2,3,3
306,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
307,127334.0,7,337,452,152324,24990.0,16.405819174916626,82.94183994594007,1,0,4
308,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
309,134560.0,5,338,452,152776,18216.0,11.923338744305388,90.38397720845144,1,2,1
310,143178.5,5,338,453,153114,9935.5,6.488955941324765,94.0845864210366,1,4,1
311,100151.0,7,337,452,152324,52173.0,34.25133268559124,68.38467902548132,0,3,3
312,108069.0,5,337,452,152324,44255.0,29.053202384391163,75.84496865880092,2,3,41
313,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
314,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
315,133347.5,7,338,452,152776,19428.5,12.716984343090536,85.58393014336846,1,0,4
316,143178.5,5,338,453,153114,9935.5,6.488955941324765,94.0845864210366,1,4,1
317,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
318,92917.5,5,338,452,152776,59858.5,39.18056501021103,69.86965471844037,0,1,37
319,92917.5,5,338,452,152776,59858.5,39.18056501021103,69.86965471844037,0,1,37
320,144149.0,4,338,452,152776,8627.0,5.646829344923286,92.86602345331424,1,4,16
321,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
322,140398.5,4,338,452,152776,12377.5,8.101730638320156,90.96821595292155,1,4,16
323,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
324,107409.0,6,338,452,152776,45367.0,29.695109179452277,70.29814357522305,2,1,9
325,146589.5,4,338,452,152776,6186.5,4.049392574749961,93.93590006760286,1,4,16
326,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
327,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
328,132590.0,5,338,452,152776,20186.0,13.212808294496517,88.511945515875,1,2,1
329,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
330,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
331,99182.0,7,338,453,153114,53932.0,35.22342829525713,71.67348867959417,0,1,3
332,138961.5,7,338,452,152776,13814.5,9.0423234015814,90.3767177326734,1,0,18
333,136323.5,5,338,452,152776,16452.5,10.76903440330942,89.86519693338407,1,4,1
334,148328.5,4,338,452,152776,4447.5,2.9111247839974865,94.47424651149788,1,4,16
335,151500.5,4,338,453,153114,1613.5,1.0537899865459723,96.64756237688896,1,4,16
336,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
337,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
338,102867.5,7,337,452,152324,49456.5,32.46796302618103,72.14792831654782,2,3,3
339,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
340,144354.5,4,338,452,152776,8421.5,5.512318688799287,93.13297165938448,1,4,16
341,105047.0,9,338,452,152776,47729.0,31.2411635335393,77.71556796616149,2,1,33
342,145210.5,4,338,453,153114,7903.5,5.161840197499902,93.21268053051772,1,4,16
343,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
344,105330.5,11,338,452,152776,47445.5,31.055597737864588,70.95999349763495,2,1,17
345,147644.5,4,338,453,153114,5469.5,3.57217498073331,94.42005698812586,1,4,16
346,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
347,145464.5,4,338,452,152776,7311.5,4.785764779808347,93.39629915529616,1,4,16
348,102867.5,7,337,452,152324,49456.5,32.46796302618103,72.14792831654782,2,3,3
349,114544.0,8,338,452,152776,38232.0,25.0248730167042,74.79061777492521,2,1,8
350,146624.5,4,338,452,152776,6151.5,4.026483217259255,93.788338705501,1,4,16
351,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
352,148276.0,4,338,452,152776,4500.0,2.9454888202335447,94.546634665808,1,4,16
353,102867.5,7,337,452,152324,49456.5,32.46796302618103,72.14792831654782,2,3,3
354,122518.0,7,338,452,152776,30258.0,19.805466827250356,85.40673059593855,2,2,4
355,148808.0,4,338,452,152776,3968.0,2.597266586374823,94.66512303884448,1,4,16
356,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
357,143178.5,5,338,453,153114,9935.5,6.488955941324765,94.0845864210366,1,4,1
358,147972.0,4,338,452,152776,4804.0,3.1444729538670995,93.521441637874,1,4,16
359,91149.0,6,337,452,152324,61175.0,40.16110396260603,70.37952538532834,0,3,25
360,102867.5,7,337,452,152324,49456.5,32.46796302618103,72.14792831654782,2,3,3
361,149173.0,4,338,452,152776,3603.0,2.3583547154003246,95.14803938246128,1,4,16
362,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
363,151500.5,4,338,453,153114,1613.5,1.0537899865459723,96.64756237688896,1,4,16
364,104465.0,8,338,452,152776,48311.0,31.62211342095617,70.98392944433286,2,1,5
365,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
366,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
367,139479.5,5,338,452,152776,13296.5,8.70326491071896,91.59196371022756,1,4,1
368,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
369,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
370,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
371,140398.5,4,338,452,152776,12377.5,8.101730638320156,90.96821595292155,1,4,16
372,99216.5,6,338,452,152776,53559.5,35.05753521495522,68.91691169985813,0,1,21
373,104465.0,8,338,452,152776,48311.0,31.62211342095617,70.98392944433286,2,1,5
374,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
375,114131.5,5,338,452,152776,38644.5,25.29487615855894,79.30377255468858,2,1,14
376,144021.5,4,338,452,152776,8754.5,5.73028486149657,92.65849582476176,1,4,16
377,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
378,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
379,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
380,108055.5,6,338,452,152776,44720.5,29.271940618945383,70.28819006749032,2,1,9
381,149251.0,4,338,452,152776,3525.0,2.3072995758496098,95.19779065830764,1,4,16
382,139304.0,5,338,452,152776,13472.0,8.818138974708068,91.29261043930126,1,4,1
383,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
384,95823.0,7,338,452,152776,56953.0,37.2787610619469,70.6274254848515,0,1,3
385,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
386,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
387,108358.0,7,337,452,152324,43966.0,28.86347522386492,79.92857229511831,2,3,11
388,92917.5,5,338,452,152776,59858.5,39.18056501021103,69.86965471844037,0,1,37
389,111976.0,8,338,452,152776,40800.0,26.7057653034508,82.89256440912142,2,1,6
390,84082.5,7,338,452,152776,68693.5,44.96354139393622,60.372343083735146,0,3,30
391,108069.0,5,337,452,152324,44255.0,29.053202384391163,75.84496865880092,2,3,41
392,139304.0,5,338,452,152776,13472.0,8.818138974708068,91.29261043930126,1,4,1
393,98571.5,6,338,452,152776,54204.5,35.47972194585537,68.35763012331073,0,1,21
394,106543.5,7,338,452,152776,46232.5,30.261624862543854,70.30425759472013,2,1,3
395,118952.5,6,338,452,152776,33823.5,22.139275802482064,79.95663061428255,2,1,10
396,147436.5,4,338,452,152776,5339.5,3.494986123474892,94.08765336708736,1,4,16
397,71345.0,11,337,452,152324,80979.0,53.162338173892486,43.57587871415488,0,5,28
398,108055.5,6,338,452,152776,44720.5,29.271940618945383,70.28819006749032,2,1,9
399,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
400,99216.5,6,338,452,152776,53559.5,35.05753521495522,68.91691169985813,0,1,21
401,149326.0,4,338,452,152776,3450.0,2.258208095512384,95.24562842354456,1,4,16
402,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
403,145571.0,5,338,452,152776,7205.0,4.716054877729486,94.1078548931071,1,4,1
404,104465.0,8,338,452,152776,48311.0,31.62211342095617,70.98392944433286,2,1,5
405,127334.0,7,337,452,152324,24990.0,16.405819174916626,82.94183994594007,1,0,4
406,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
407,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
408,107153.0,7,338,452,152776,45623.0,29.86267476567,70.57005431303384,2,1,3
409,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
410,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
411,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
412,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
413,136562.0,5,338,452,152776,16214.0,10.612923495837045,89.91825065865171,1,4,1
414,143178.5,5,338,453,153114,9935.5,6.488955941324765,94.0845864210366,1,4,1
415,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
416,98571.5,6,338,452,152776,54204.5,35.47972194585537,68.35763012331073,0,1,21
417,98571.5,6,338,452,152776,54204.5,35.47972194585537,68.35763012331073,0,1,21
418,118952.5,6,338,452,152776,33823.5,22.139275802482064,79.95663061428255,2,1,10
419,108358.0,7,337,452,152324,43966.0,28.86347522386492,79.92857229511831,2,3,11
420,131174.0,5,338,452,152776,21602.0,14.13965544326334,90.03113563622311,1,2,1
421,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
422,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
423,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
424,135768.0,4,337,452,152324,16556.0,10.868937265302907,88.94358125958998,1,4,27
425,105330.5,11,338,452,152776,47445.5,31.055597737864588,70.95999349763495,2,1,17
426,151348.5,4,338,453,153114,1765.5,1.1530624240761784,96.5505961730223,1,4,16
427,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
428,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
429,140482.5,6,338,452,152776,12293.5,8.046748180342462,90.28055276128607,1,0,40
430,98571.5,6,338,452,152776,54204.5,35.47972194585537,68.35763012331073,0,1,21
431,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
432,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
433,85800.0,6,337,452,152324,66524.0,43.672697670754445,61.39086139631086,0,3,-1
434,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
435,146624.5,4,338,452,152776,6151.5,4.026483217259255,93.788338705501,1,4,16
436,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
437,139304.0,5,338,452,152776,13472.0,8.818138974708068,91.29261043930126,1,4,1
438,133496.5,7,338,452,152776,19279.5,12.61945593548725,84.14256777374811,1,0,4
439,90646.0,9,338,452,152776,62130.0,40.667382311357805,59.04749547938558,0,3,7
440,144354.5,4,338,452,152776,8421.5,5.512318688799287,93.13297165938448,1,4,16
441,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
442,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
443,106509.0,8,338,452,152776,46267.0,30.28420694349898,66.98225764817957,2,1,36
444,118952.5,6,338,452,152776,33823.5,22.139275802482064,79.95663061428255,2,1,10
445,118216.5,5,337,452,152324,34107.5,22.391415666605397,81.17832664711328,2,0,19
446,132590.0,5,338,452,152776,20186.0,13.212808294496517,88.511945515875,1,2,1
447,145571.0,5,338,452,152776,7205.0,4.716054877729486,94.1078548931071,1,4,1
448,126133.0,4,338,452,152776,26643.0,17.439257474996072,83.83525774049993,1,0,29
449,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
450,118952.5,6,338,452,152776,33823.5,22.139275802482064,79.95663061428255,2,1,10
451,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
452,144149.0,4,338,452,152776,8627.0,5.646829344923286,92.86602345331424,1,4,16
453,147237.0,5,338,453,153114,5877.0,3.838316548454093,94.92707334836304,1,4,1
454,147322.0,4,338,452,152776,5454.0,3.5699324501230563,94.44074372225155,1,4,16
455,96831.0,6,338,452,152776,55945.0,36.61897156621458,67.62429962285125,0,1,21
456,151288.5,4,338,453,153114,1825.5,1.1922489125749445,95.79992093888916,1,4,16
457,136323.5,5,338,452,152776,16452.5,10.76903440330942,89.86519693338407,1,4,1
458,138961.5,7,338,452,152776,13814.5,9.0423234015814,90.3767177326734,1,0,18
459,120317.0,4,337,452,152324,32007.0,21.012447152123105,80.74250971744243,2,0,-1
460,145867.5,5,338,453,153114,7246.5,4.732748148438418,94.34393101184736,1,4,1
461,146948.0,4,338,452,152776,5828.0,3.8147352987380216,94.10104391120628,1,4,16
462,100068.0,9,338,452,152776,52708.0,34.50018327485992,68.25192654215468,0,1,42
463,146624.5,4,338,452,152776,6151.5,4.026483217259255,93.788338705501,1,4,16
464,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
465,132590.0,5,338,452,152776,20186.0,13.212808294496517,88.511945515875,1,2,1
466,88788.5,9,338,452,152776,63987.5,41.8832146410431,57.74779689712936,0,3,7
467,123932.5,7,337,452,152324,28391.5,18.638888159449596,82.01368076426313,2,0,4
468,105047.0,9,338,452,152776,47729.0,31.2411635335393,77.71556796616149,2,1,33
469,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
470,145867.5,5,338,453,153114,7246.5,4.732748148438418,94.34393101184736,1,4,1
471,144149.0,4,338,452,152776,8627.0,5.646829344923286,92.86602345331424,1,4,16
472,99216.5,6,338,452,152776,53559.5,35.05753521495522,68.91691169985813,0,1,21
473,114131.5,5,338,452,152776,38644.5,25.29487615855894,79.30377255468858,2,1,14
474,149326.0,4,338,452,152776,3450.0,2.258208095512384,95.24562842354456,1,4,16
475,147972.0,4,338,452,152776,4804.0,3.1444729538670995,93.521441637874,1,4,16
476,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
477,99751.0,8,337,452,152324,52573.0,34.513930831648324,71.30717536339064,0,3,5
478,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
479,106631.5,9,337,452,152324,45692.5,29.996914471783832,72.4866168744297,2,3,22
480,108358.0,7,337,452,152324,43966.0,28.86347522386492,79.92857229511831,2,3,11
481,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
482,141998.5,7,338,452,152776,10777.5,7.054445724459339,92.70508577372296,1,0,18
483,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
484,91149.0,6,337,452,152324,61175.0,40.16110396260603,70.37952538532834,0,3,25
485,129910.5,5,338,452,152776,22865.5,14.966683248677803,86.23236025006362,1,2,1
486,151348.5,4,338,453,153114,1765.5,1.1530624240761784,96.5505961730223,1,4,16
487,135676.0,7,338,453,153114,17438.0,11.388899774024583,86.50509429337457,1,0,4
488,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
489,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
490,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
491,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
492,111616.5,6,337,452,152324,40707.5,26.72428507654736,75.50548108477439,2,3,-1
493,120954.5,5,337,452,152324,31369.5,20.59393135684462,81.33018289754796,2,0,19
494,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
495,122518.0,7,338,452,152776,30258.0,19.805466827250356,85.40673059593855,2,2,4
496,108590.0,10,338,452,152776,44186.0,28.92208200240876,70.3452941227525,2,1,-1
497,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
498,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
499,140482.5,6,338,452,152776,12293.5,8.046748180342462,90.28055276128607,1,0,40
500,96327.5,5,338,452,152776,56448.5,36.94853903754517,69.02132487305843,0,1,37
501,84082.5,7,338,452,152776,68693.5,44.96354139393622,60.372343083735146,0,3,30
502,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
503,97663.0,6,338,452,152776,55113.0,36.07438341100696,70.91845426310539,0,1,21
504,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
505,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
506,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
507,148035.0,4,338,453,153114,5079.0,3.3171362514205107,94.56351042859114,1,4,16
508,101366.0,8,337,452,152324,50958.0,33.45369081694283,72.41142124792061,2,3,5
509,120954.5,5,337,452,152324,31369.5,20.59393135684462,81.33018289754796,2,0,19
510,120954.5,5,337,452,152324,31369.5,20.59393135684462,81.33018289754796,2,0,19
511,99216.5,6,338,452,152776,53559.5,35.05753521495522,68.91691169985813,0,1,21
512,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
513,136323.5,5,338,452,152776,16452.5,10.76903440330942,89.86519693338407,1,4,1
514,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
515,114131.5,5,338,452,152776,38644.5,25.29487615855894,79.30377255468858,2,1,14
516,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
517,146589.5,4,338,452,152776,6186.5,4.049392574749961,93.93590006760286,1,4,16
518,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
519,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
520,76164.5,4,338,452,152776,76611.5,50.14629261140493,57.86535177566206,0,3,-1
521,148148.0,4,338,453,153114,4966.0,3.2433350314145013,94.585639890129,1,4,16
522,133062.0,5,338,452,152776,19714.0,12.90385924490758,87.68474166408973,1,0,1
523,144443.5,4,338,452,152776,8332.5,5.454063465465779,93.28155093579004,1,4,16
524,133495.0,4,337,453,152661,19166.0,12.554614472589597,87.41520422847037,1,0,27
525,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
526,71345.0,11,337,452,152324,80979.0,53.162338173892486,43.57587871415488,0,5,28
527,123932.5,7,337,452,152324,28391.5,18.638888159449596,82.01368076426313,2,0,4
528,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
529,150068.0,4,338,452,152776,2708.0,1.7725297167094307,95.912930073203,1,4,16
530,103485.5,9,338,452,152776,49290.5,32.26324815416034,74.22322848485591,2,1,22
531,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
532,145583.5,5,338,453,153114,7530.5,4.9182308606659095,96.09613376000992,1,0,1
533,126446.0,5,338,452,152776,26330.0,17.23438236372205,84.41044925154944,1,2,1
534,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
535,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
536,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
537,149843.5,6,338,454,153452,3608.5,2.351549670255194,97.95467062866588,1,4,15
538,108358.0,7,337,452,152324,43966.0,28.86347522386492,79.92857229511831,2,3,11
539,151288.5,4,338,453,153114,1825.5,1.1922489125749445,95.79992093888916,1,4,16
540,148276.0,4,338,452,152776,4500.0,2.9454888202335447,94.546634665808,1,4,16
541,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
542,122602.0,5,338,453,153114,30512.0,19.92763561790561,79.28688722942714,2,2,19
543,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
544,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
545,129910.5,5,338,452,152776,22865.5,14.966683248677803,86.23236025006362,1,2,1
546,146624.5,4,338,452,152776,6151.5,4.026483217259255,93.788338705501,1,4,16
547,106509.0,8,338,452,152776,46267.0,30.28420694349898,66.98225764817957,2,1,36
548,122602.0,5,338,453,153114,30512.0,19.92763561790561,79.28688722942714,2,2,19
549,104465.0,8,338,452,152776,48311.0,31.62211342095617,70.98392944433286,2,1,5
550,131174.0,5,338,452,152776,21602.0,14.13965544326334,90.03113563622311,1,2,1
551,128548.5,6,337,452,152324,23775.5,15.608505553950788,86.14508604927529,1,0,0
552,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
553,106509.0,8,338,452,152776,46267.0,30.28420694349898,66.98225764817957,2,1,36
554,145867.5,5,338,453,153114,7246.5,4.732748148438418,94.34393101184736,1,4,1
555,128253.0,9,338,452,152776,24523.0,16.05160496413049,83.26766320045496,1,0,24
556,135504.0,4,337,452,152324,16820.0,11.042252041700586,88.4592846889227,1,4,27
557,144354.5,4,338,452,152776,8421.5,5.512318688799287,93.13297165938448,1,4,16
558,150708.0,4,338,453,153114,2406.0,1.5713781888005016,95.44699792590664,1,4,16
559,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
560,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
561,146624.5,4,338,452,152776,6151.5,4.026483217259255,93.788338705501,1,4,16
562,149251.0,4,338,452,152776,3525.0,2.3072995758496098,95.19779065830764,1,4,16
563,126584.5,7,338,452,152776,26191.5,17.143726763365976,89.47749341489352,1,2,31
564,88788.5,9,338,452,152776,63987.5,41.8832146410431,57.74779689712936,0,3,7
565,149843.5,6,338,454,153452,3608.5,2.351549670255194,97.95467062866588,1,4,15
566,146698.0,8,338,452,152776,6078.0,3.978373566528774,95.97822895532713,1,0,34
567,90646.0,9,338,452,152776,62130.0,40.667382311357805,59.04749547938558,0,3,7
568,131935.0,7,338,452,152776,20841.0,13.64154055610829,83.00819646291959,1,0,4
569,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
570,100068.0,9,338,452,152776,52708.0,34.50018327485992,68.25192654215468,0,1,42
571,129910.5,5,338,452,152776,22865.5,14.966683248677803,86.23236025006362,1,2,1
572,91149.0,6,337,452,152324,61175.0,40.16110396260603,70.37952538532834,0,3,25
573,149843.5,6,338,454,153452,3608.5,2.351549670255194,97.95467062866588,1,4,15
574,149030.5,4,338,453,153114,4083.5,2.666967096411824,94.89203841101175,1,4,16
575,140398.5,4,338,452,152776,12377.5,8.101730638320156,90.96821595292155,1,4,16
576,105330.5,11,338,452,152776,47445.5,31.055597737864588,70.95999349763495,2,1,17
577,100151.0,7,337,452,152324,52173.0,34.25133268559124,68.38467902548132,0,3,3
578,131174.0,5,338,452,152776,21602.0,14.13965544326334,90.03113563622311,1,2,1
579,151500.5,4,338,453,153114,1613.5,1.0537899865459723,96.64756237688896,1,4,16
580,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
581,123932.5,7,337,452,152324,28391.5,18.638888159449596,82.01368076426313,2,0,4
582,139479.5,5,338,452,152776,13296.5,8.70326491071896,91.59196371022756,1,4,1
583,99216.5,6,338,452,152776,53559.5,35.05753521495522,68.91691169985813,0,1,21
584,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
585,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
586,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
587,81582.0,9,338,452,152776,71194.0,46.60025134837933,55.53853749928784,0,3,44
588,149251.0,4,338,452,152776,3525.0,2.3072995758496098,95.19779065830764,1,4,16
589,126446.0,5,338,452,152776,26330.0,17.23438236372205,84.41044925154944,1,2,1
590,148808.0,4,338,452,152776,3968.0,2.597266586374823,94.66512303884448,1,4,16
591,101580.0,4,338,452,152776,51196.0,33.51049903126145,72.74694374903936,2,1,-1
